insurer_name,insuredname,insuredCity,insuredstate,insuredpostalCode,natureOfincident,dateOfloss,injuryinvolved,loss_description,location_of_loss,claimNumber,vehicle_damages_1,vehicle_damages_2,injury_description,lawsuit_filed,providers_alternative_medicine,providers_alternative_medicine_tax_id,providers_alternative_medicine_payment,providers_chiropractor,providers_chiropractor_tax_id,providers_chiropractor_payment,providers_diagnostic_radiologist,providers_diagnostic_radiologist_tax_id,providers_diagnostic_radiologist_payment,providers_ER physician,providers_ER physician_tax_id,providers_ER physician_payment,providers_general_practitioner,providers_general_practitioner_tax_id,providers_general_practitioner_payment,providers_neurologist,providers_neurologist_tax_id,providers_neurologist_payment,providers_orthopedist,providers_orthopedist_tax_id,providers_orthopedist_payment,providers_physical_therapist,providers_physical_therapist_tax_id,providers_physical_therapist_payment,total_claimed_losses,total_insurance_payment
StateFarm,Elizabeth Morgan,Port Philipview,IL,64340,Collision,2021-09-22,Yes,Lead street newspaper seven only small outside.,"0060 Mariah Shore Suite 172, West Matthewbury, DC 36131",48522e0b,Windshield crack,Side impact,Disk injury,Yes,,,0.0,,,0.0,,,0.0,,,0.0,Flores Inc,57-7587178,3396.71,Perez Ltd,93-6447869,1244.26,Nichols-Thompson,74-6654311,3151.18,"Owens, Thornton and Anthony",87-3762491,3607.54,15039.69,12304.59
StateFarm,Maria Harris,South Melissa,OH,44063,Single vehicle accident,2023-09-27,Yes,Even might care understand blood edge they pay thought single across from.,"1477 Kevin Falls, Port Lauraton, CO 07311",89d3c081,Front-end collision,Rear-end collision,Fracture,Yes,,,0.0,,,0.0,Frazier PLC,37-6970844,4345.72,Taylor-Stevens,60-1072476,1515.11,,,0.0,Hernandez Group,31-6542270,2003.16,"Jennings, Patrick and Blackburn",22-5828019,4228.86,"Henson, Johnson and Morgan",36-5757183,915.07,20137.3,14913.76
Allstate,Morgan Poole,East Ashley,GA,13728,Single vehicle accident,2022-06-01,Yes,Which bar those property lay when cause our analysis today husband good.,"99264 Albert Bypass, North Amybury, NM 36396",94c0b9e6,Fender damage,Front-end collision,Neck sprain/strain,Yes,Avila-Hall,32-6038772,2891.61,Butler-Estes,37-5148460,3589.44,Pearson Inc,84-5368472,4099.77,,,0.0,,,0.0,,,0.0,"Mills, Lawrence and Hernandez",23-0985594,4011.22,Hughes-Miranda,95-2244677,2105.49,24318.13,15836.57
StateFarm,Lauren Green,Port Christopher,NC,80966,Collision,2025-04-14,Yes,Student tonight hand evidence and responsibility democratic front new.,"USCGC Todd, FPO AP 08134",2e10e35b,Fender damage,,Bruises,Yes,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,Barry-Martin,64-3736423,2534.59,,,0.0,10553.21,8544.61
StateFarm,Patrick Gray,Nicholasberg,PA,88644,Single vehicle accident,2025-08-25,No,Describe cell factor meeting according lawyer between federal sell.,"19547 Ryan Trail, Freemanshire, NE 08043",c198a472,Fender damage,Rear-end collision,,Yes,Bennett LLC,51-8490276,4809.5,,,0.0,,,0.0,"Brennan, Bennett and Chen",24-1781204,3126.5,,,0.0,,,0.0,"Fisher, Keith and Rose",66-1644800,803.08,"Miles, Eaton and Green",30-8360818,4583.01,21387.36,16549.47
StateFarm,Richard Haas,Johnsonshire,NC,94351,Collision,2025-06-20,No,Institution land scene land before learn movement option.,"9021 James Rapid, Blackmouth, CA 25707",f4e96e2f,Side impact,Front-end collision,,Yes,,,0.0,Lewis PLC,33-7311543,4623.55,,,0.0,,,0.0,,,0.0,Jones-Blackwell,99-1987180,3077.5,Gonzalez LLC,45-1674283,2427.89,,,0.0,17054.69,13459.9
Geico,Heather Ortiz,North Megan,MI,16371,Single vehicle accident,2024-02-05,Yes,Hair particular occur tax simple lose.,"039 Roberts Locks Apt. 268, Mcphersonbury, NE 47843",fbec2d11,Front-end collision,,Other sprain/strain,Yes,,,0.0,"Romero, Navarro and Clark",53-6003857,2118.98,Cuevas-White,82-7842236,1883.47,Downs-Miller,34-5432192,4910.53,,,0.0,Bell Inc,72-3817504,2811.01,,,0.0,"Guerrero, Hurst and Powell",52-0752155,1442.62,22746.23,17423.45
Geico,Richard Hanson,New Matthew,NC,14742,Single vehicle accident,2025-05-19,No,Somebody fight three over where if present.,"USS Davis, FPO AP 27096",3cf9eae7,Windshield crack,Rear-end collision,,Yes,,,0.0,,,0.0,Miller-Sparks,41-3020545,3263.79,"Taylor, Rodriguez and Hudson",03-6111481,1569.56,,,0.0,,,0.0,,,0.0,Scott-Ward,30-9231841,4186.28,13560.38,7877.51
Allstate,Melissa Duncan,Port Jodi,NC,20399,Rear-end collision,2022-08-10,No,Player field laugh there management heart arm understand financial everything control.,"903 Brown Road Suite 591, Michaelberg, WI 49546",f60af52b,Front-end collision,,,No,Ray-Fisher,93-8454978,3756.71,"Conner, Jones and Richards",81-9578294,898.74,Wilkerson LLC,99-8166039,420.87,,,0.0,,,0.0,,,0.0,Conway-Hansen,50-7877258,4833.47,Romero Inc,82-1553540,255.41,13470.05,8523.35
Allstate,Christopher Bowen,Woodardstad,FL,12044,Rear-end collision,2022-06-17,No,Reduce product fly perform dinner first hundred significant necessary each.,"7234 Hart Lake, East Hunterland, AL 28784",c2e10c36,Windshield crack,,,Yes,Miller-Kline,98-9780375,2634.79,Winters-Jones,74-3961465,2998.85,"Miller, Douglas and Williams",74-2987529,1037.43,,,0.0,Villarreal-Moran,31-8950670,4265.93,,,0.0,,,0.0,,,0.0,19738.54,11567.41
Allstate,Stephanie Higgins,Thomasborough,CA,89334,Single vehicle accident,2022-06-28,Yes,Arm reality traditional happy them eat debate.,"7187 Ariel Neck, North Garyville, AZ 80381",17c6cc16,Side impact,Fender damage,Knee injury,Yes,,,0.0,,,0.0,Martinez-Ruiz,14-5376379,3029.67,"Oliver, Blake and Stuart",87-7380404,2886.2,Walker Ltd,16-3548557,3550.95,,,0.0,,,0.0,Daugherty Inc,37-0616498,4292.74,15443.5,8416.16
Geico,Rachel Clay,Stephaniehaven,GA,52143,Hit and run,2022-11-01,No,Staff single dinner bag base hard single return behind.,"0046 John Ridge Apt. 100, Shepardstad, KY 85561",42c4e66a,Front-end collision,Rear-end collision,,Yes,,,0.0,"Morris, Marshall and Lawson",81-4145190,4199.42,,,0.0,,,0.0,,,0.0,"Ferrell, Kelley and Rangel",39-7201045,3727.88,,,0.0,,,0.0,12640.87,11555.91
Geico,Derrick Edwards,Derricktown,NY,43763,Hit and run,2021-12-09,No,Congress positive race grow member they build hear student.,"6247 Matthew Pass, Austinbury, NV 31212",aae031ae,Rear-end collision,Windshield crack,,No,,,0.0,,,0.0,Hall-Allen,05-0254241,2031.2,Cochran Inc,98-2794576,1723.93,,,0.0,Cannon and Sons,81-9565442,2971.22,,,0.0,Arnold Inc,87-5799522,2984.83,12739.92,6964.97
Allstate,Robert Hodges,Markmouth,OH,93075,Hit and run,2025-08-04,No,Hope consider you there bring cell start sell dog discuss.,"62403 Joshua Port Suite 743, East Glenda, AL 90581",eff0cbb0,Rear-end collision,,,No,Barajas-Jackson,41-7087219,2108.16,"Bennett, Weaver and Meyers",87-8067117,3626.31,,,0.0,Thompson Inc,75-1654112,4400.78,"Simmons, Cantrell and Gonzalez",73-6432224,3493.82,"Henry, Hudson and Lawrence",99-8198094,3769.29,Vaughn-Solomon,77-5176210,3061.69,Brooks-Woods,51-1021982,2660.99,26730.79,16313.66
Allstate,Jason Miller,Davistown,NY,95839,Collision,2024-06-19,No,Identify fly determine information its base benefit together as seek.,"3245 Martinez Ford Suite 258, East Maryshire, NH 95488",51afc30a,Front-end collision,Windshield crack,,Yes,Bell-Phillips,76-2926537,1342.51,,,0.0,,,0.0,,,0.0,"Aguirre, Carr and Green",04-3502235,4285.39,,,0.0,,,0.0,,,0.0,12329.82,8180.18
StateFarm,Christian Parker,Aaronview,IL,26598,Single vehicle accident,2025-08-04,Yes,Show necessary far technology table red reality husband leave day environmental.,"56476 Rollins Meadows Suite 812, New Christopherland, PR 21753",b308f379,Side impact,,Other sprain/strain,Yes,,,0.0,"Garza, Casey and Alvarado",36-5881731,1358.74,,,0.0,"Mercado, Graham and Jackson",94-2393568,4663.14,,,0.0,,,0.0,,,0.0,,,0.0,11385.25,8939.24
Geico,Teresa Warren,East Karenmouth,FL,43068,Collision,2024-11-14,Yes,Education carry claim bank project positive radio sit head medical enough test.,"2709 Thomas River Suite 822, Lake Kathryn, VI 50348",6fabaddb,Fender damage,,Minor cuts,Yes,,,0.0,"Carroll, Nelson and Blevins",14-0711562,4932.75,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,7512.02,5652.81
StateFarm,Barbara Chavez,West Linda,CA,37728,Hit and run,2023-02-22,No,Former market pattern add little child any item.,"12906 Kimberly Springs, South Eddie, VT 36220",f688d8a7,Rear-end collision,,,Yes,Frederick-Taylor,59-9510379,1838.23,"Walker, Frank and Rubio",48-8794149,932.93,,,0.0,Lucas PLC,93-7961944,4800.14,"Porter, Morrison and Pearson",43-0679893,4977.97,Johnson-Dawson,30-8795896,4887.63,Wagner Ltd,30-3051772,802.47,Pitts PLC,48-8068923,3614.94,23658.63,18781.14
Allstate,Laura Campbell,West Carlamouth,NC,19986,Single vehicle accident,2025-07-10,Yes,Bar win million responsibility state gun.,"49085 Davis Mission Suite 455, Quinnfurt, NJ 10722",d1a98173,Side impact,,Disk injury,Yes,Barajas-Sanchez,11-2575802,3617.41,,,0.0,,,0.0,,,0.0,,,0.0,Campbell Inc,25-7275486,1501.91,,,0.0,,,0.0,11614.54,7419.6
Allstate,Adam Ramos,South Erica,FL,40212,Collision,2024-05-02,No,Respond south these law free later follow thousand.,"086 Autumn Trail, Lake Ariel, ND 21039",df8ec67c,Front-end collision,Fender damage,,Yes,,,0.0,,,0.0,"Williams, Swanson and Wood",64-5052863,4584.25,Hill PLC,59-9448303,2145.32,Sanchez Ltd,31-5461305,4056.41,"Wang, Flores and Gould",83-7492585,4731.27,Sanchez Inc,22-9589328,3142.33,,,0.0,23332.85,20020.4
Allstate,Randy Roth,Tracyton,OH,71614,Single vehicle accident,2023-04-08,No,Message so focus Mrs economic shoulder run speech be trade ball.,"5976 Courtney Walks, Lake Brian, LA 67116",aedd3256,Rear-end collision,Fender damage,,Yes,,,0.0,Johnson Inc,64-9488049,4029.99,,,0.0,,,0.0,Ramsey-Beck,62-1520253,4861.89,,,0.0,"Underwood, Smith and Horton",63-1055659,4263.92,"Chavez, Nichols and Hutchinson",14-8595851,4542.22,26299.72,22294.69
Geico,Stacy Williams,Jessicastad,PA,77674,Collision,2022-03-11,No,Course century head think campaign throughout personal enter same land size she.,"38159 Garcia Underpass Apt. 141, Phammouth, VI 83775",e47dc44f,Windshield crack,Rear-end collision,,No,Everett and Sons,32-4898666,2284.05,,,0.0,,,0.0,,,0.0,Randall Group,63-2642228,4873.5,Lawrence LLC,84-6589521,3016.16,Pham-Walker,85-3312891,800.52,,,0.0,17881.57,14856.4
Allstate,Jacob Tran,Port Markburgh,MI,74373,Collision,2022-10-26,Yes,Movement follow operation rock main modern call state move when around.,"USCGC Crawford, FPO AE 19343",f44a3da5,Windshield crack,Front-end collision,Shoulder injury,No,,,0.0,Smith Group,93-2477232,4298.79,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,Cruz-Morgan,40-9941162,2357.39,12600.44,10414.09
StateFarm,Robert Davidson,North Melissa,CA,28109,Hit and run,2023-03-22,No,Tv start training between inside north also thus floor Republican range dream blood line.,"244 Walker Stream, West Robert, GU 04112",62c5fe33,Windshield crack,,,Yes,Waller-Smith,95-2070871,3945.52,Walls Inc,74-3637937,3081.42,,,0.0,"Tyler, Tanner and Wilson",60-6756033,4632.37,,,0.0,Mullen-Sanchez,16-6297379,2881.92,Mendoza PLC,22-5213957,706.94,,,0.0,21662.38,14240.09
Allstate,Alan Salas,South Karen,PA,61416,Single vehicle accident,2025-07-28,No,Civil relate city lead include federal no evening space size who short side other.,"583 Anderson Avenue, Washingtonshire, IL 15853",6e927317,Windshield crack,Side impact,,Yes,Williams Inc,87-4907339,4637.24,,,0.0,"Rivera, Herman and Davis",45-4467482,3689.45,Hamilton-Edwards,81-0945162,2857.67,Brooks-Rodriguez,54-2313068,2415.8,,,0.0,,,0.0,,,0.0,18906.92,11980.09
StateFarm,Dr. Maxwell Austin,Vazqueztown,GA,97736,Single vehicle accident,2022-05-07,No,Knowledge benefit myself cup economy I leader day pull check movement thousand.,"Unit 9184 Box 4702, DPO AP 30144",1791d629,Front-end collision,,,Yes,Gutierrez-White,13-3686902,1938.94,"Schultz, Franklin and Ramirez",73-5873726,3112.07,"White, Mcconnell and Fisher",99-2686431,2607.59,Stewart Group,92-2859265,1688.58,,,0.0,Morris and Sons,50-3265341,3453.03,,,0.0,,,0.0,19732.81,15893.91
Geico,Debra Forbes,North Tracybury,CA,41902,Single vehicle accident,2020-09-05,No,Leave tree animal where world move.,"3962 Charlotte Coves, Scottshire, MH 74275",c31352c4,Side impact,,,No,,,0.0,,,0.0,Hernandez-Park,86-9467771,2659.94,Gutierrez-Ruiz,63-0645692,4647.43,"Garcia, Keller and Edwards",67-6144730,2293.2,,,0.0,"Martinez, White and Petersen",35-6513643,1459.42,,,0.0,11698.23,7725.1
Allstate,Thomas Simon,Priscillabury,FL,97413,Single vehicle accident,2021-11-29,Yes,Say lot knowledge phone evening mother hard out cut.,"668 Rogers Skyway, Alyssafort, WV 55956",8054a7de,Front-end collision,Windshield crack,Fracture,No,"Jennings, Roberts and Hess",40-7379840,3846.81,"Robles, Ortiz and Ballard",30-7893731,1672.96,,,0.0,,,0.0,Anderson-Gill,41-2955564,3150.53,,,0.0,Hudson PLC,42-9736103,3369.68,,,0.0,21277.5,15004.28
Geico,Diane Cobb,North Maria,NC,59438,Single vehicle accident,2021-09-01,No,Break election beautiful build describe pretty court during coach imagine everything toward.,"009 David Plaza Apt. 082, Richardsonton, AK 38506",b8899986,Front-end collision,Side impact,,Yes,"Flores, Marks and Jennings",83-8894203,3484.45,"Vasquez, Wells and Kelley",88-7614551,813.97,Joseph Ltd,05-0517628,871.77,Nelson and Sons,35-6461827,3766.61,,,0.0,"Bates, Walton and Braun",51-3020948,3899.35,"Cohen, Bennett and Lopez",81-1874061,3474.7,,,0.0,22143.65,12478.56
Geico,Melissa Ramsey,Brettland,GA,82684,Collision,2024-03-24,No,Under exactly whom never reach method majority themselves road yard boy.,"1031 Franco Turnpike, West Jennifermouth, WV 04775",2fe597e6,Front-end collision,,,Yes,,,0.0,,,0.0,,,0.0,Fowler-Holt,68-7585452,125.79,,,0.0,Bruce-Hughes,37-4535515,1697.0,,,0.0,,,0.0,11020.65,7656.05
Allstate,Robert Lewis,North Jenniferchester,MI,59501,Collision,2022-03-28,No,Information share bit recently technology same national.,"72184 Gonzalez Lodge Suite 286, West Veronicabury, UT 41025",4d636374,Windshield crack,Side impact,,Yes,,,0.0,,,0.0,Lane LLC,33-1513582,4635.92,,,0.0,,,0.0,"Jones, Jones and Mills",68-1980688,4983.65,"Prince, Holmes and Medina",73-0342297,3048.78,,,0.0,17803.3,10937.98
Geico,Brandi Smith,Wiseton,NY,69903,Single vehicle accident,2024-12-03,Yes,Customer where bar whose help world respond.,"849 Sandoval Pines, Lake Rebeccachester, AK 87269",1698e076,Front-end collision,Side impact,Neck sprain/strain,No,Wade-Reid,14-1591182,1527.09,Nicholson Inc,98-2960816,3938.52,Roberts-Ellis,02-1405358,1815.66,Olsen-Gutierrez,75-1337494,4556.8,Chavez Group,31-4227610,4297.28,,,0.0,,,0.0,,,0.0,24385.18,13968.05
Geico,Jeff Smith,Lake Suzanne,NY,67088,Hit and run,2023-10-01,Yes,East never beyond word use life research old fall break mission.,"99598 Hale Greens Suite 717, Williamsmouth, NE 10674",62e77abd,Fender damage,Windshield crack,Bruises,Yes,,,0.0,Tanner Group,01-0468620,304.93,,,0.0,Long Inc,24-2952429,4724.57,Turner-Terrell,46-1820644,535.72,,,0.0,Guerrero Inc,76-3089460,1632.58,,,0.0,16890.6,14645.59
StateFarm,Susan Jones,Drakeshire,IL,06327,Hit and run,2023-07-08,No,Play could second around institution mention main while anything business population magazine.,"27634 Evans Fields Apt. 242, Scotthaven, MN 75252",7e8f9181,Windshield crack,Side impact,,No,Robinson-Kirby,71-2167135,2719.44,,,0.0,"Moore, Gonzales and Stanley",24-0394242,4320.28,,,0.0,,,0.0,King Ltd,65-1016735,4630.36,Smith-Mosley,65-6600429,2735.41,"Mills, Mitchell and King",47-8077681,2388.35,25094.23,23016.19
Geico,Wendy Alvarado,Kelseyberg,TX,50554,Single vehicle accident,2024-07-07,Yes,Mean agree no small really field yeah thousand time season represent edge.,"383 Jonathan Plains Apt. 192, Nunezfort, VI 25209",15fcfbd9,Fender damage,Windshield crack,Neck sprain/strain,No,"Adams, Thompson and Brown",93-5040405,3945.91,Eaton and Sons,81-3590670,2650.94,,,0.0,"Lee, White and Smith",32-1244030,4137.22,Bryan-Pham,67-2955050,3882.51,,,0.0,,,0.0,,,0.0,24533.46,21853.4
Allstate,Steven Norris,South Gregory,GA,32562,Collision,2024-02-20,Yes,End young market charge girl Democrat five left quality why pass.,"89591 Oliver Ports, West Jacobfort, MO 48891",a5cf7b14,Fender damage,Side impact,Minor cuts,Yes,"Santos, Murphy and Cook",31-8014608,1050.66,Underwood-Mitchell,56-4410720,4740.0,,,0.0,,,0.0,,,0.0,,,0.0,Becker-Bennett,47-8534410,2247.33,,,0.0,10737.51,6436.74
Geico,Chris Cook,Randallmouth,OH,96796,Single vehicle accident,2023-07-13,No,Yard late just before plant whose.,"7668 Wise Plains, Solomonview, MA 79894",0d1a0732,Front-end collision,Rear-end collision,,Yes,"Garza, Parks and Rosales",61-5576689,3271.89,"Lewis, Valdez and Wilson",55-6181015,4112.8,"Roach, Jackson and Ortega",15-0426422,423.42,"Dixon, Jones and Romero",10-6736680,4996.03,,,0.0,"Anderson, Torres and Warren",48-4871293,4639.65,"Short, Lynch and Miller",90-6160411,807.94,,,0.0,20625.82,15827.46
Allstate,Monica Gilbert MD,Jillianchester,OH,72909,Hit and run,2021-02-19,Yes,Rest yard none wife situation upon will summer result where major design kind.,"184 Fisher Camp Apt. 969, East Garymouth, OK 25074",9d03f6c4,Fender damage,,Minor cuts,No,Miles Ltd,46-9801213,1243.58,Wheeler PLC,93-7484532,1517.2,Wilson-Moreno,52-7729222,4351.24,"Ballard, Solomon and Jacobs",50-9671891,1136.24,Bird-Sanders,26-9547795,1173.05,"Gardner, Patel and Ward",04-5565606,3415.98,Macdonald Group,61-5090004,822.21,,,0.0,14297.22,10198.11
Allstate,Corey Spence,East Jennastad,GA,43786,Rear-end collision,2021-07-26,Yes,Blood important listen lot after worry instead media without necessary.,"21553 Calderon Forges, Zimmermanview, GU 09234",634f3fe8,Rear-end collision,,Other sprain/strain,Yes,Fletcher-Turner,64-5248966,2045.24,,,0.0,Dickson-Kerr,40-3165649,4012.06,Watkins Inc,10-8305585,2145.43,,,0.0,"Wilson, Harper and Blake",03-0056563,1703.34,,,0.0,,,0.0,17820.88,9908.09
StateFarm,Jesse Carter,Bergerview,OH,34544,Hit and run,2021-11-16,Yes,Purpose act over market develop sing since gas appear.,"7327 Buck Avenue Suite 606, Brendaberg, AZ 32848",665acff3,Front-end collision,,Fracture,Yes,,,0.0,,,0.0,,,0.0,,,0.0,Bullock PLC,52-0878492,1685.43,Farrell-Nelson,77-5113088,4434.13,"Ruiz, Calderon and Mcgee",76-0064534,3966.62,,,0.0,14101.32,9693.95
Geico,Matthew Russell,Markville,CA,87479,Rear-end collision,2021-12-16,No,Picture such its least reason hour away would whom television avoid.,"386 Smith Lake Apt. 914, Garciaport, TX 70173",a3921bac,Fender damage,Side impact,,Yes,,,0.0,,,0.0,Walton Ltd,05-0951147,2141.2,,,0.0,Reed-Brown,66-2654643,1775.15,,,0.0,,,0.0,,,0.0,8853.94,5891.97
Allstate,Cynthia Levy,Port Christianview,IL,49139,Rear-end collision,2022-11-14,Yes,Color necessary not around within agreement record party like number garden citizen.,"759 Nguyen Lakes, Lauriebury, SD 33890",7667096e,Front-end collision,,Knee injury,No,,,0.0,,,0.0,Friedman-Martinez,83-3636140,310.26,,,0.0,,,0.0,"Jones, Dennis and Hammond",94-0688276,2907.89,,,0.0,,,0.0,13194.98,7812.03
Geico,Brian Jones,Deanmouth,CA,72490,Collision,2021-11-27,No,Region late or wait edge forward.,"9759 Burch Passage Suite 821, East Karen, CO 98380",667140ff,Front-end collision,Side impact,,Yes,Bond-Navarro,26-2208534,4558.94,"Campbell, Pugh and Smith",42-3779646,2618.77,,,0.0,,,0.0,"Baker, King and Gray",56-1565883,4871.26,,,0.0,"Pearson, Watts and Jones",40-7877180,3271.66,,,0.0,24659.02,15852.76
StateFarm,Tamara Thompson,Joeltown,FL,10781,Single vehicle accident,2025-03-03,No,Military test husband continue spring point us prevent.,"472 Joshua Crest, South Ariel, SD 90709",503b09ff,Rear-end collision,,,No,Smith and Sons,91-9186184,3119.97,Martin-Wilkerson,75-9343696,4919.01,"Potts, Mcdaniel and Thomas",33-9323478,4152.59,,,0.0,Harrison LLC,54-3131929,2647.13,Moore-Bennett,30-0695729,308.03,,,0.0,,,0.0,22180.19,12513.87
Geico,Shannon Walsh,Port Elizabethport,NY,15600,Single vehicle accident,2024-08-18,No,Southern else job nice another feeling system mission.,"1741 Banks Loaf Suite 442, Raymondshire, VI 82195",5ecdd452,Front-end collision,,,Yes,Fleming Ltd,85-8190228,4435.89,,,0.0,,,0.0,,,0.0,"Conner, Allen and Wilson",55-2251756,4840.51,"Gilbert, Bailey and Johnson",92-8010063,1871.23,,,0.0,Roman-Curtis,30-2361147,1118.63,19892.84,10646.37
Geico,Kenneth Tran,Port Alfred,CA,75414,Single vehicle accident,2022-06-01,No,Plant wonder inside type beyond town.,"94935 Olivia Coves Suite 121, Port Bobby, WV 12240",75d51031,Rear-end collision,Front-end collision,,Yes,,,0.0,,,0.0,"Daniels, Calhoun and Moore",92-6706715,2124.13,Berry Ltd,38-1179392,1290.96,Ross-Simmons,27-2575070,418.57,,,0.0,,,0.0,,,0.0,6637.85,5919.11
Allstate,Jennifer Young,Sarafurt,NY,76462,Rear-end collision,2025-07-05,Yes,Tree left including tough strong school step good serve wait against clearly.,"341 Parker Centers Suite 086, Jacquelinefurt, ND 27274",95cc82de,Rear-end collision,Front-end collision,Shoulder injury,No,,,0.0,,,0.0,Parker-Montoya,02-5520333,4056.59,Jones-Johnson,22-9169138,4377.79,Hill Inc,41-3101173,4806.04,Vargas-Jones,91-9199889,1614.06,Cox PLC,71-5714481,3596.13,,,0.0,23972.1,17926.41
Geico,Lorraine Glover,Amyfurt,NC,30880,Hit and run,2024-07-27,Yes,Long site site change policy score security realize either page remember get.,"Unit 4432 Box 8611, DPO AA 84657",2e0b20b0,Side impact,Rear-end collision,Neck sprain/strain,No,,,0.0,,,0.0,Ramirez LLC,23-4523221,1210.44,"Foster, Mitchell and Peterson",22-0739486,2953.79,"Wright, Smith and Peterson",98-1373713,1311.5,,,0.0,Brown LLC,64-7521333,4201.98,,,0.0,16300.38,8441.85
Geico,Corey Reid,Stephenton,PA,60636,Rear-end collision,2022-04-05,Yes,Current prove Republican site structure hit this board.,"643 Vaughan Coves, Pittmanchester, RI 94607",a21fc790,Front-end collision,Rear-end collision,Minor cuts,No,,,0.0,"Castro, Morrison and Castillo",39-3310569,2175.92,"Sheppard, Diaz and Mccarthy",64-2871119,4494.96,Wagner-Moore,44-0491439,4722.87,Lee-Humphrey,77-3871772,209.32,,,0.0,,,0.0,Harvey-Griffin,40-3732742,766.75,16883.94,14835.78
StateFarm,Karen Carr,South Matthewport,GA,31103,Hit and run,2024-09-04,Yes,Each many again character whom work alone west book.,"2038 Anna Turnpike Suite 503, Lake Carlstad, VA 88451",adf1d054,Fender damage,,Bruises,No,Bradley-King,84-3681002,1796.54,,,0.0,,,0.0,Curry Inc,53-0619502,1380.49,,,0.0,,,0.0,,,0.0,,,0.0,6567.75,4102.03
Geico,Jacob Harrell,Deanton,NC,84672,Single vehicle accident,2023-07-29,No,Leg executive stand glass return other start hundred table significant official.,"538 Johnson Stream, Jacksonmouth, WA 65917",c62bb6f5,Windshield crack,,,No,Cruz Inc,84-3531592,954.96,Bennett-Jackson,30-3793603,2102.4,,,0.0,,,0.0,"Woods, Dominguez and Perez",48-3676770,2953.11,"Taylor, Murphy and Glover",94-3584303,2200.11,"Kaufman, Marks and Lyons",03-6207418,4514.71,Ruiz-Owens,54-9546666,2683.03,17817.22,12303.03
StateFarm,Gabrielle Nelson,Rogersberg,GA,24406,Collision,2022-03-13,Yes,Tough prove reason simple but perhaps test total teach.,"849 Regina Junction Suite 819, New Susanside, CT 52172",6a405f30,Rear-end collision,Side impact,Fracture,Yes,Phillips-Brown,35-6505714,4895.66,Sanchez-Wagner,61-3728045,3689.99,Harris-Combs,15-2586879,1906.85,Webb-Hammond,32-6426623,669.97,Carrillo PLC,86-5082302,2387.49,,,0.0,,,0.0,,,0.0,19774.87,10085.16
StateFarm,Cindy Parker,Gordonmouth,PA,18062,Rear-end collision,2025-01-20,No,Task structure near glass industry whose hundred analysis news half then.,"38250 Jamie Hollow Apt. 754, Stacyport, AZ 63840",d218e905,Front-end collision,Rear-end collision,,Yes,,,0.0,"Robertson, Welch and Wong",04-3905230,3922.71,,,0.0,Sherman-Marquez,39-3822337,4705.34,Huff-Robbins,63-1609993,2882.94,,,0.0,Wallace-Cruz,53-3218376,1191.65,,,0.0,22476.01,16114.88
StateFarm,Heidi Morgan,Thomasport,NC,59311,Single vehicle accident,2024-11-25,Yes,Girl science per such ahead technology still appear sing those eye that your.,"269 Daniel Estates, Justinshire, NM 44920",dae839d5,Fender damage,,Bruises,Yes,,,0.0,,,0.0,"Cain, Bray and Fleming",30-2729994,108.68,,,0.0,"Newman, Jones and Ruiz",26-4320708,3614.69,Williams PLC,65-0256916,1287.67,,,0.0,Bush LLC,45-2983874,2780.53,14232.2,12934.2
Allstate,Roberta Williams,Charlesstad,FL,50841,Rear-end collision,2023-02-16,No,True manager reality draw clearly develop tend decide represent popular would at necessary.,"766 Heather Corner Apt. 958, West Linda, VI 59413",c765b245,Front-end collision,Rear-end collision,,No,"Walker, Bennett and Collins",27-6675938,2806.4,"Campbell, Cox and Shaw",31-6761266,2313.75,,,0.0,,,0.0,,,0.0,Bryant Ltd,48-4418460,4988.07,Bell PLC,14-9202037,4871.7,Walsh Group,33-4598834,1879.47,23471.72,20220.8
Geico,Maurice Soto,South Craig,GA,40329,Hit and run,2025-08-23,Yes,Life experience official ahead strategy discuss citizen accept left answer respond affect by.,"44868 Richard Park, East Katherinetown, OK 76169",64229499,Side impact,Rear-end collision,Minor cuts,No,,,0.0,Harris-Fletcher,44-1605663,2249.3,Duarte-Owens,47-5240117,2092.29,"Boyle, Wheeler and Martin",04-7656300,3254.75,Chambers-Reed,45-7250472,2195.21,,,0.0,Evans-Hodges,67-3722713,1659.05,Ford-Gill,32-1887839,2921.7,23556.08,15215.3
Geico,Amanda Watson,Josephtown,NC,44138,Rear-end collision,2022-06-28,No,Available interesting activity particularly case bill never southern difficult might off development teach lay.,"PSC 0184, Box 6196, APO AA 94565",bc73f7c6,Rear-end collision,Fender damage,,No,,,0.0,,,0.0,Lopez and Sons,68-9235433,3763.36,Gray-Lewis,12-3525557,4068.87,,,0.0,Dominguez PLC,62-3839306,1094.49,,,0.0,,,0.0,16824.31,8658.78
